Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,vocabItem,ANSWER
10,1765672338349,14/12/2025 00:32:18,1765672338266,-6,13/12/2025 18:32:18,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,3931.5,,a period of 10 years,1,,,,,,,,vocabItems,Decade,
11,1765672367071,14/12/2025 00:32:47,1765672366993,-6,13/12/2025 18:32:46,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,28711.400000095367,,"An action, ritual, or practice that was passed down from prior generations",1,,,,,,,,vocabItems,Tradition,
12,1765672415119,14/12/2025 00:33:35,1765672415040,-6,13/12/2025 18:33:35,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,48029.200000047684,,"to come up with a new and creative idea, most especially when circumstances are not ideal or resources are limited",1,,,,,,,,vocabItems,Improvise,
13,1765672430744,14/12/2025 00:33:50,1765672430670,-6,13/12/2025 18:33:50,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,15621,,"a fashionable or popular choice, item, or act",1,,,,,,,,vocabItems,Trend,
14,1765672436351,14/12/2025 00:33:56,1765672436264,-6,13/12/2025 18:33:56,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,5577.400000095367,,to think deeply; to ponder,1,,,,,,,,vocabItems,Ruminate,
15,1765672440474,14/12/2025 00:34:00,1765672440393,-6,13/12/2025 18:34:00,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,4106.700000047684,,I do not know.,1,,,,,,,,vocabItems,Extirpate,
16,1765672458939,14/12/2025 00:34:18,1765672458865,-6,13/12/2025 18:34:18,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,18459.10000014305,,"describing when someone does something in a broad, non-detailed way",1,,,,,,,,vocabItems,Perfunctory,
17,1765672461670,14/12/2025 00:34:21,1765672461598,-6,13/12/2025 18:34:21,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,2722.2000000476837,,,0,,,,,,,,vocabFinish,,
18,1765672461947,14/12/2025 00:34:21,1765672461614,-6,13/12/2025 18:34:21,250842,10,task-ytla,,51389313,5c04872c55614800012b7cf0,14743307,,complete,,693e011c7fd83d3b551ec6fb,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x953,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,,,END TASK,,,,,396375,,,,,,,,,,,,,
1,1765755011376,14/12/2025 23:30:11,1765755012757,-8,14/12/2025 15:30:12,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765755018016,14/12/2025 23:30:18,1765755019436,-8,14/12/2025 15:30:19,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6661.899999856949,,,0,,,,,,,,vocabInstructions,,
3,1765755031538,14/12/2025 23:30:31,1765755032971,-8,14/12/2025 15:30:32,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,13529.700000047684,,,0,,,,,,,,vocabInstructions,,
4,1765755036260,14/12/2025 23:30:36,1765755037687,-8,14/12/2025 15:30:37,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,4710.099999904633,, femord,,,,,,,,,vocabItems,Car,
5,1765755036446,14/12/2025 23:30:36,1765755037688,-8,14/12/2025 15:30:37,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,4710.099999904633,,,0,,,,,,,,vocabItems,Car,
6,1765755047556,14/12/2025 23:30:47,1765755048999,-8,14/12/2025 15:30:48,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,11305.099999904633,,a crature with wings,1,,,,,,,,vocabItems,Bird,
7,1765755063127,14/12/2025 23:31:03,1765755064571,-8,14/12/2025 15:31:04,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,15565.900000095367,,an animal that you take care of and love,1,,,,,,,,vocabItems,Pet,
8,1765755078802,14/12/2025 23:31:18,1765755080245,-8,14/12/2025 15:31:20,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,15668.299999952316,,an instrument that produces a ringing sound,1,,,,,,,,vocabItems,Bell,
9,1765755086717,14/12/2025 23:31:26,1765755088150,-8,14/12/2025 15:31:28,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,7897.899999856949,,a reptile,1,,,,,,,,vocabItems,Alligator,
10,1765755097623,14/12/2025 23:31:37,1765755099057,-8,14/12/2025 15:31:39,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,10900.900000095367,,a season of time where the weather becomes hot,1,,,,,,,,vocabItems,Summer,
11,1765755107740,14/12/2025 23:31:47,1765755109180,-8,14/12/2025 15:31:49,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,10116.399999856949,,"a unit of time, indicating 10 years",1,,,,,,,,vocabItems,Decade,
12,1765755123555,14/12/2025 23:32:03,1765755124991,-8,14/12/2025 15:32:04,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,15804.900000095367,,a habit or ritual done yearly,1,,,,,,,,vocabItems,Tradition,
13,1765755210255,14/12/2025 23:33:30,1765755211697,-8,14/12/2025 15:33:31,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,86700,,to come up with a new plan on the spot when the old plan does not work,1,,,,,,,,vocabItems,Improvise,
14,1765755228562,14/12/2025 23:33:48,1765755230003,-8,14/12/2025 15:33:50,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,18299.700000047684,,something that is popular for a short time,1,,,,,,,,vocabItems,Trend,
15,1765755231981,14/12/2025 23:33:51,1765755233431,-8,14/12/2025 15:33:53,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,3421.5999999046326,,x,1,,,,,,,,vocabItems,Ruminate,
16,1765755233580,14/12/2025 23:33:53,1765755235029,-8,14/12/2025 15:33:55,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,1592.5,,x,1,,,,,,,,vocabItems,Extirpate,
17,1765755234887,14/12/2025 23:33:54,1765755236337,-8,14/12/2025 15:33:56,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,1304.7000000476837,,x,1,,,,,,,,vocabItems,Perfunctory,
18,1765755240022,14/12/2025 23:34:00,1765755241458,-8,14/12/2025 15:34:01,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,5117.099999904633,,,0,,,,,,,,vocabFinish,,
19,1765755240472,14/12/2025 23:34:00,1765755241460,-8,14/12/2025 15:34:01,250842,10,task-ytla,,51397371,676fa93a6e1840db7ea43423,14743287,,complete,,693cb236e64beb9815676505,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x957,day1done,,,Vocab(task),2,,,audioFail,audio-Success,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,END TASK,,,,,228703,,,,,,,,,,,,,
1,1765678196261,14/12/2025 02:09:56,1765678195894,-6,13/12/2025 20:09:55,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765678198607,14/12/2025 02:09:58,1765678198273,-6,13/12/2025 20:09:58,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2367.2999999970198,,,0,,,,,,,,vocabInstructions,,
3,1765678210439,14/12/2025 02:10:10,1765678210117,-6,13/12/2025 20:10:10,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,11840.40000000596,,,0,,,,,,,,vocabInstructions,,
4,1765678222510,14/12/2025 02:10:22,1765678222181,-6,13/12/2025 20:10:22,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,12052.29999999702,, a vehicle used for transportation,,,,,,,,,vocabItems,Car,
5,1765678222650,14/12/2025 02:10:22,1765678222182,-6,13/12/2025 20:10:22,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,12052.29999999702,,,0,,,,,,,,vocabItems,Car,
6,1765678234864,14/12/2025 02:10:34,1765678234529,-6,13/12/2025 20:10:34,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,12343.10000000894,,a type of flying animal with feathers,,,,,,,,,vocabItems,Bird,
7,1765678235006,14/12/2025 02:10:35,1765678234529,-6,13/12/2025 20:10:34,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,12343.10000000894,,,0,,,,,,,,vocabItems,Bird,
8,1765678242585,14/12/2025 02:10:42,1765678242267,-6,13/12/2025 20:10:42,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,7733.9000000059605,,an animal kept as a companion,,,,,,,,,vocabItems,Pet,
9,1765678242727,14/12/2025 02:10:42,1765678242268,-6,13/12/2025 20:10:42,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,7733.9000000059605,,,0,,,,,,,,vocabItems,Pet,
10,1765678253005,14/12/2025 02:10:53,1765678252695,-6,13/12/2025 20:10:52,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,10423.79999999702,,a musical instrument that rings,,,,,,,,,vocabItems,Bell,
11,1765678253177,14/12/2025 02:10:53,1765678252695,-6,13/12/2025 20:10:52,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,10423.79999999702,,,0,,,,,,,,vocabItems,Bell,
12,1765678266357,14/12/2025 02:11:06,1765678266041,-6,13/12/2025 20:11:06,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,13342,,a large reptile similar to a crocodile,,,,,,,,,vocabItems,Alligator,
13,1765678266510,14/12/2025 02:11:06,1765678266041,-6,13/12/2025 20:11:06,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,13342,,,0,,,,,,,,vocabItems,Alligator,
14,1765678295179,14/12/2025 02:11:35,1765678294866,-6,13/12/2025 20:11:34,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,28821.70000000298,,the season in which your region of the Earth is most tilted toward the Sun,,,,,,,,,vocabItems,Summer,
15,1765678295324,14/12/2025 02:11:35,1765678294867,-6,13/12/2025 20:11:34,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,28821.70000000298,,,0,,,,,,,,vocabItems,Summer,
16,1765678301320,14/12/2025 02:11:41,1765678301005,-6,13/12/2025 20:11:41,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,6134.29999999702,,a period of 10 years,,,,,,,,,vocabItems,Decade,
17,1765678301470,14/12/2025 02:11:41,1765678301006,-6,13/12/2025 20:11:41,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,advancementZone,continue_button,6134.29999999702,,,0,,,,,,,,vocabItems,Decade,
18,1765678317735,14/12/2025 02:11:57,1765678317429,-6,13/12/2025 20:11:57,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,16419.60000000894,,a custom or ritual that has been practiced for some time,,,,,,,,,vocabItems,Tradition,
19,1765678317870,14/12/2025 02:11:57,1765678317429,-6,13/12/2025 20:11:57,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,advancementZone,continue_button,16419.60000000894,,,0,,,,,,,,vocabItems,Tradition,
20,1765678326187,14/12/2025 02:12:06,1765678325871,-6,13/12/2025 20:12:05,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,8438.09999999404,,make do with what you have,,,,,,,,,vocabItems,Improvise,
21,1765678326334,14/12/2025 02:12:06,1765678325872,-6,13/12/2025 20:12:05,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,advancementZone,continue_button,8438.09999999404,,,0,,,,,,,,vocabItems,Improvise,
22,1765678343386,14/12/2025 02:12:23,1765678343074,-6,13/12/2025 20:12:23,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,17199.59999999404,,a popular practice,,,,,,,,,vocabItems,Trend,
23,1765678343539,14/12/2025 02:12:23,1765678343075,-6,13/12/2025 20:12:23,250842,10,task-ytla,,51389580,611842195ebcbb197bc11c0e,14743335,,complete,,693cbaa3d9e05d850dda0783,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x695,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,advancementZone,continue_button,17199.59999999404,,,0,,,,,,,,vocabItems,Trend,
